"","COUNTYA","STATEA","Entropia","Entropia_std","H","D_wb","D_wa","D_wl","D_bl","D_ba","D_la"
"1621",81,45,0.6762,0.3774,0.2212,0.4807,0.6004,0.5217,0.502,0.5122,0.6541
"1622",81,46,0.228,0.1273,0.0479,0.4352,0.33,0.2018,0.4834,0.5135,0.3717
"1623",81,47,0.2492,0.1391,0.1976,0.5687,0.5588,0.3273,0.5413,0.8648,0.6213
"1624",81,48,0.4226,0.2358,0.0264,0.6685,0.6409,0.1691,0.5379,1,0.6327
"1625",81,51,0.7507,0.419,0.0389,0.1455,0.4964,0.2852,0.1683,0.5345,0.5448
"1626",81,54,0.3407,0.1901,0.3188,0.6104,0.6398,0.3203,0.5539,0.7063,0.6255
"1627",81,55,0.1345,0.0751,0.1019,0.4877,0.4088,0.2891,0.4049,0.4138,0.401
"1628",83,1,0.4562,0.2546,0.219,0.5096,0.5526,0.3615,0.3959,0.6583,0.5582
"1629",83,5,0.1595,0.089,0.1663,0.7011,0.6314,0.2477,0.7362,0.864,0.5947
"1630",83,6,0.8887,0.496,0.1738,0.4774,0.3508,0.4583,0.4353,0.4318,0.4157
"1631",83,8,0.6561,0.3662,0.22,0.6527,0.4393,0.194,0.7122,0.6,0.4503
"1632",83,12,0.5616,0.3134,0.2786,0.5908,0.3796,0.288,0.5768,0.6914,0.4417
"1633",83,13,0.1111,0.062,0.1662,0.8374,0.4654,0.3721,0.6109,0.5303,0.2931
"1634",83,16,0.3188,0.1779,0.1016,0.5847,0.4586,0.3427,0.6328,0.6189,0.5379
"1635",83,17,0.0879,0.049,0.1258,0.6309,0.4656,0.3715,0.4743,0.6117,0.4715
"1636",83,18,0.1395,0.0779,0.1534,0.579,0.5337,0.3639,0.5092,0.3344,0.5363
"1637",83,19,0.1,0.0558,0.1312,0.7111,0.3216,0.3575,0.6162,0.5098,0.4434
"1638",83,20,0.1443,0.0805,0.17,0.6361,0.9476,0.2913,0.6818,1,1
"1639",83,21,0.2217,0.1237,0.2342,0.6235,0.555,0.4913,0.597,0.6103,0.663
"1640",83,22,0.716,0.3996,0.1664,0.4111,0.6047,0.312,0.4055,0.643,0.5215
"1641",83,26,0.0733,0.0409,0.1782,0.9727,0.631,0.5125,1,1,0.6667
"1642",83,27,0.1164,0.065,0.1079,0.5247,0.4435,0.436,0.3871,0.4264,0.2901
"1643",83,28,0.718,0.4007,0.4226,0.6066,0.5635,0.4697,0.4244,0.6075,0.5845
"1644",83,29,0.1475,0.0823,0.1185,0.534,0.3744,0.4208,0.5022,0.6843,0.5728
"1645",83,30,0.1955,0.1091,0.0441,0.7089,0.4133,0.1949,0.6708,0.7083,0.475
"1646",83,31,0.0214,0.012,0.1336,0.6387,0.7782,0.4842,0.8,0.5,0.8
"1647",83,36,0.3021,0.1686,0.1973,0.5698,0.6091,0.3676,0.4086,0.6704,0.5306
"1648",83,37,0.853,0.4761,0.361,0.5519,0.6095,0.4452,0.5437,0.7088,0.5426
"1649",83,38,0.0352,0.0196,0.1581,NA,0.7408,0.9317,NA,NA,1
"1650",83,39,0.1142,0.0637,0.109,0.4821,0.5315,0.3989,0.4049,0.5461,0.4686
"1651",83,40,0.6537,0.3648,0.2806,0.6525,0.4002,0.3441,0.4693,0.6041,0.3757
"1652",83,42,0.155,0.0865,0.2692,0.7358,0.578,0.6636,0.1396,0.5933,0.6129
"1653",83,45,0.5997,0.3347,0.3103,0.5663,0.5602,0.3398,0.5239,0.7231,0.5371
"1654",83,46,0.0657,0.0367,0.088,0.6296,0.3838,0.4467,0.4928,0.5952,0.6398
"1655",83,47,0.2096,0.117,0.1317,0.5026,0.5125,0.2293,0.3782,0.7386,0.5366
"1656",83,48,0.5046,0.2816,0.0837,0.4952,0.6947,0.2513,0.3563,0.7957,0.6807
"1657",83,51,0.7236,0.4039,0.079,0.2668,0.5463,0.3238,0.2234,0.6639,0.6326
"1658",83,54,0.1073,0.0599,0.1146,0.566,0.5313,0.2869,0.5826,0.5882,0.5511
"1659",83,55,0.0793,0.0443,0.0778,0.5295,0.551,0.4087,0.5332,0.6515,0.601
"1660",85,1,0.6006,0.3352,0.2269,0.5307,0.7139,0.5383,0.3695,0.7025,0.8667
"1661",85,5,0.3865,0.2157,0.3618,0.7727,0.3592,0.3399,0.7225,0.9017,0.3473
"1662",85,6,1.0949,0.6111,0.1724,0.4645,0.4082,0.496,0.3538,0.3312,0.4237
"1663",85,8,0.4162,0.2323,0.0679,0.5176,0.3856,0.2612,0.4776,0.5383,0.5026
"1664",85,12,0.4538,0.2533,0.3354,0.726,0.3183,0.5619,0.5613,0.7575,0.6031
"1665",85,13,0.0845,0.0472,0.0247,0.2179,0.6536,0.1973,0.2885,0.6071,0.4872
"1666",85,16,0.1778,0.0992,0.0726,0.7327,0.5356,0.2242,0.7944,0.88,0.5918
"1667",85,17,0.0487,0.0272,0.0979,0.6994,0.5347,0.3661,0.6571,0.7231,0.5234
"1668",85,18,0.1697,0.0947,0.1007,0.4668,0.3866,0.3749,0.4765,0.4273,0.4656
"1669",85,19,0.0601,0.0336,0.1396,0.5241,0.665,0.389,0.46,0.7824,0.6839
"1670",85,20,0.3144,0.1755,0.2328,0.4036,0.5142,0.4518,0.4921,0.4957,0.6032
"1671",85,21,0.0728,0.0406,0.177,0.7962,0.5717,0.4594,0.8448,0.7901,0.5013
"1672",85,22,0.7464,0.4166,0.2786,0.5395,0.6914,0.513,0.7128,0.7837,0.7955
"1673",85,26,0.4903,0.2736,0.3507,0.6933,0.7103,0.3722,0.6635,0.8766,0.8167
"1674",85,27,0.0949,0.053,0.0962,0.5562,0.4034,0.429,0.4657,0.5086,0.4997
"1675",85,28,0.6387,0.3565,0.3019,0.522,0.645,0.5028,0.4433,0.7578,0.6111
"1676",85,29,0.0809,0.0451,0.0694,0.6479,0.5278,0.3882,0.8,0.5,0.6954
"1677",85,30,0.7723,0.431,0.2915,0.7058,0.3836,0.347,0.6408,0.6647,0.4282
"1678",85,31,0.0553,0.0308,0.1605,NA,0.7682,0.6015,NA,NA,0.1667
"1679",85,36,0.7275,0.406,0.2231,0.7657,0.3039,0.3784,0.4405,0.7176,0.3881
"1680",85,37,0.6901,0.3852,0.1447,0.387,0.455,0.35,0.4643,0.5456,0.3817
"1681",85,38,0.6217,0.347,0.2524,0.8641,0.6272,0.407,0.9655,0.75,0.4339
"1682",85,39,0.1743,0.0973,0.1904,0.6681,0.3398,0.3164,0.5288,0.6758,0.436
"1683",85,40,0.5993,0.3345,0.116,0.6422,0.5373,0.4764,0.652,0.7667,0.69
"1684",85,42,0.2534,0.1414,0.3513,0.7067,0.4723,0.3999,0.6455,0.8216,0.5587
"1685",85,45,0.8029,0.4481,0.2534,0.5014,0.3994,0.3928,0.5202,0.6838,0.2844
"1686",85,46,0.6388,0.3565,0.6671,0.9561,0.7014,0.7195,0.3333,0.5,0.5
"1687",85,47,0.2043,0.114,0.2134,0.6368,0.5116,0.345,0.4792,0.7327,0.4633
"1688",85,48,0.5708,0.3186,0.152,0.4364,0.3927,0.3996,0.3444,0.5278,0.6171
"1689",85,51,0.4015,0.2241,0.1046,0.3779,0.4169,0.3314,0.4883,0.5928,0.4065
"1690",85,54,0.0229,0.0128,0.147,0.6717,0.5098,0.7085,0.7143,0.746,0.7778
"1691",85,55,0.0868,0.0485,0.1212,0.737,0.6496,0.4448,0.838,0.8772,0.6634
"1692",87,1,0.4565,0.2548,0.281,0.6085,0.6839,0.4174,0.4361,0.6887,0.6155
"1693",87,5,0.129,0.072,0.0524,0.8414,0.5356,0.249,0.7297,0.9231,0.6209
"1694",87,6,0.7441,0.4153,0.2258,0.3675,0.3268,0.5683,0.5707,0.3628,0.4043
"1695",87,8,0.5491,0.3065,0.0739,0.5606,0.3044,0.2847,0.466,0.6417,0.3991
"1696",87,12,0.6308,0.3521,0.1762,0.6544,0.4374,0.3472,0.5692,0.6133,0.4563
"1697",87,13,0.7805,0.4356,0.1888,0.4561,0.4459,0.5191,0.5087,0.6111,0.6119
"1698",87,16,0.4583,0.2558,0.0989,0.6897,0.2922,0.3492,0.5858,0.4675,0.4764
"1699",87,17,0.4155,0.2319,0.3667,0.8188,0.4432,0.5902,0.2328,0.9048,0.7485
"1700",87,18,0.1111,0.062,0.1321,0.6551,0.5249,0.4355,0.5813,0.5707,0.4873
"1701",87,19,0.1782,0.0995,0.1113,0.5952,0.4194,0.2992,0.4713,0.5296,0.5296
"1702",87,20,0.1506,0.084,0.0569,0.3904,0.4936,0.1856,0.3047,0.3641,0.5442
"1703",87,21,0.1992,0.1112,0.1004,0.3732,0.6966,0.3785,0.5359,0.6025,0.5924
"1704",87,22,0.5021,0.2802,0.1919,0.7521,0.3513,0.269,0.6761,0.8098,0.4631
"1705",87,26,0.187,0.1043,0.168,0.768,0.4398,0.3096,0.787,0.8104,0.4224
"1706",87,27,0.5862,0.3272,0.2429,0.866,0.3621,0.4258,1,0.8,0.5407
"1707",87,28,0.744,0.4152,0.3331,0.5963,0.5381,0.43,0.6028,0.721,0.3543
"1708",87,29,0.0612,0.0341,0.1588,0.6762,0.7044,0.617,1,0.5714,0.8
"1709",87,30,0.715,0.399,0.5645,0.4607,0.4991,0.3769,0.5378,0.54,0.6111
"1710",87,31,0.0616,0.0344,0.1087,NA,0.7036,0.4325,NA,NA,0.7391
"1711",87,36,0.7272,0.4058,0.2555,0.6549,0.3615,0.4357,0.5504,0.6192,0.4858
"1712",87,37,0.1399,0.0781,0.1721,0.648,0.5587,0.3319,0.6585,0.7964,0.5767
"1713",87,38,0.0308,0.0172,0.2568,NA,NA,0.9025,NA,NA,NA
"1714",87,39,0.151,0.0843,0.2301,0.5991,0.5541,0.4762,0.6748,0.7725,0.5914
"1715",87,40,0.4231,0.2361,0.0406,0.6012,0.4758,0.1841,0.5577,0.592,0.525
"1716",87,42,0.0554,0.0309,0.1009,0.535,0.4505,0.3639,0.6532,0.6378,0.5521
"1717",87,45,0.6403,0.3574,0.1637,0.3942,0.5945,0.5156,0.4616,0.6958,0.7116
"1718",87,46,0.05,0.0279,0.1344,NA,0.5824,0.5759,NA,NA,0.875
"1719",87,47,0.0641,0.0358,0.1246,0.6469,0.7432,0.4226,0.7632,0.9474,0.8158
"1720",87,48,0.7189,0.4012,0.1321,0.5089,0.7516,0.2983,0.3096,0.9515,0.9519
"1721",87,51,0.6689,0.3733,0.3003,0.6185,0.3361,0.2681,0.5666,0.6837,0.3041
"1722",87,54,0.0452,0.0252,0.0955,0.7045,0.5187,0.3922,0.6216,0.6071,0.5782
"1723",87,55,0.1968,0.1098,0.2549,0.5918,0.5923,0.3972,0.5751,0.61,0.5556
"1724",89,1,0.6884,0.3842,0.2912,0.6057,0.4118,0.3207,0.552,0.6518,0.3349
"1725",89,5,0.077,0.043,0.0737,0.7891,0.3556,0.3573,0.8333,0.9583,0.3958
"1726",89,6,0.4124,0.2302,0.0721,0.4407,0.5037,0.1298,0.4257,0.4941,0.4934
"1727",89,8,0.7599,0.4241,0.129,0.419,0.3917,0.3566,0.4348,0.5159,0.5147
"1728",89,12,0.4293,0.2396,0.2093,0.4804,0.3804,0.2101,0.5338,0.475,0.4094
"1729",89,13,0.9254,0.5165,0.3579,0.6561,0.3508,0.3839,0.6245,0.6678,0.3285
"1730",89,17,0.6984,0.3898,0.2602,0.609,0.3813,0.5706,0.3999,0.5656,0.5144
"1731",89,18,0.8845,0.4936,0.5582,0.9023,0.4353,0.5348,0.7524,0.8759,0.6547
"1732",89,19,0.0444,0.0248,0.1292,0.6845,0.3768,0.6163,0.8333,0.5833,0.8333
"1733",89,20,0.0406,0.0226,0.2167,NA,0.9297,0.5822,NA,NA,1
"1734",89,21,0.0701,0.0391,0.2024,0.6947,0.6258,0.4135,0.6716,0.8139,0.639
"1735",89,22,0.7061,0.3941,0.3079,0.5814,0.3632,0.233,0.575,0.7005,0.3654
"1736",89,26,0.2117,0.1182,0.2472,0.5825,0.2916,0.464,0.6144,0.4359,0.5149
"1737",89,27,0.0978,0.0546,0.1657,0.8133,0.5942,0.6097,0.8673,1,0.8407
"1738",89,28,0.7422,0.4143,0.4527,0.6638,0.4054,0.3571,0.6278,0.7345,0.5052
"1739",89,29,0.3366,0.1879,0.1644,0.5408,0.5615,0.3445,0.5091,0.4656,0.4614
"1740",89,30,0.3085,0.1722,0.2188,0.4007,0.2802,0.3591,0.516,0.5556,0.4872
"1741",89,31,0.0426,0.0238,0.1341,0.766,0.497,0.5268,0.8696,0.8235,0.6368
"1742",89,36,0.2146,0.1198,0.3073,0.7385,0.5582,0.5782,0.2419,0.7744,0.6971
"1743",89,37,0.2604,0.1454,0.2304,0.6576,0.4016,0.2938,0.6277,0.7053,0.4548
"1744",89,38,0.101,0.0564,0.0807,0.638,0.5056,0.2986,0.6713,0.5371,0.5108
"1745",89,39,0.1578,0.0881,0.1323,0.5084,0.4691,0.3167,0.5078,0.5797,0.4957
"1746",89,40,0.8119,0.4531,0.145,0.5614,0.43,0.3088,0.4733,0.7351,0.5931
"1747",89,42,0.2457,0.1371,0.0641,0.3693,0.3343,0.2329,0.3299,0.3108,0.3595
"1748",89,45,0.6822,0.3808,0.2385,0.4887,0.7148,0.6069,0.4772,0.7228,0.734
"1749",89,46,0.0132,0.0074,0.2429,0.8362,0.7294,NA,NA,0.5,NA
"1750",89,47,0.1772,0.0989,0.1269,0.4857,0.476,0.37,0.4913,0.4687,0.425
"1751",89,48,0.8709,0.4861,0.1845,0.447,0.7522,0.4259,0.3535,0.7082,0.8496
"1752",89,51,0.5896,0.3291,0.2246,0.457,0.6255,0.3272,0.4525,0.7057,0.5873
"1753",89,54,0.3061,0.1709,0.2535,0.6643,0.6066,0.5745,0.3155,0.5778,0.5068
"1754",89,55,0.1312,0.0732,0.1007,0.6429,0.3545,0.2577,0.6373,0.445,0.4309
"1755",90,2,0.7657,0.4273,0.1006,0.4811,0.2928,0.3102,0.2247,0.3293,0.2397
"1756",91,1,0.7207,0.4022,0.1838,0.4104,0.8133,0.4852,0.5588,0.8155,0.6424
"1757",91,5,0.6249,0.3488,0.3284,0.5862,0.5755,0.2971,0.5268,0.6582,0.5706
"1758",91,6,0.3351,0.187,0.0259,0.6484,0.3265,0.1174,0.6413,0.75,0.4076
"1759",91,8,0.2001,0.1117,0.0172,NA,0.6955,0.1227,NA,NA,0.5728
"1760",91,12,0.5816,0.3246,0.1083,0.4124,0.2855,0.2558,0.3453,0.3624,0.2064
"1761",91,13,0.6553,0.3657,0.0964,0.2846,0.6348,0.4861,0.4933,0.5631,0.8077
"1762",91,17,0.5683,0.3172,0.4592,0.7856,0.4661,0.378,0.6038,0.8202,0.557
"1763",91,18,0.4221,0.2356,0.3184,0.7224,0.46,0.2798,0.6195,0.7469,0.5209
"1764",91,19,0.0567,0.0316,0.0843,0.5785,0.5355,0.2622,0.6186,0.6578,0.5557
"1765",91,20,0.2995,0.1671,0.0546,0.3375,0.2751,0.2109,0.3204,0.3113,0.3078
"1766",91,21,0.1182,0.066,0.1417,0.5351,0.5956,0.5709,0.4652,0.5845,0.849
"1767",91,22,0.7344,0.4099,0.1339,0.3549,0.9193,0.4023,0.2802,0.8896,0.8478
"1768",91,26,0.3612,0.2016,0.1563,0.6703,0.4431,0.4121,0.4827,0.6459,0.5482
"1769",91,27,0.0757,0.0423,0.1016,0.7216,0.3784,0.4272,0.7883,0.7082,0.5543
"1770",91,28,0.664,0.3706,0.1684,0.4026,0.5001,0.3815,0.4669,0.465,0.437
"1771",91,29,0.0964,0.0538,0.076,0.5149,0.4553,0.3873,0.6114,0.6492,0.6385
"1772",91,30,0.1229,0.0686,0.0855,NA,0.2763,0.3865,NA,NA,0.3377
"1773",91,31,0.0888,0.0495,0,NA,NA,0,NA,NA,NA
"1774",91,36,0.1808,0.1009,0.1034,0.4829,0.3932,0.27,0.333,0.523,0.4285
"1775",91,37,0.774,0.432,0.1417,0.368,0.5566,0.3456,0.3339,0.715,0.6765
"1776",91,38,0.0282,0.0157,0.2178,NA,0.9058,0.6794,NA,NA,0.4
"1777",91,39,0.1659,0.0926,0.2131,0.6541,0.6302,0.419,0.6599,0.7541,0.6723
"1778",91,40,0.733,0.4091,0.0869,0.5233,0.3481,0.2329,0.5107,0.6802,0.4056
"1779",91,42,0.4035,0.2252,0.2295,0.6038,0.3683,0.3509,0.4567,0.6079,0.4542
"1780",91,45,0.6001,0.3349,0.321,0.5834,0.4276,0.3132,0.608,0.7073,0.4297
"1781",91,46,0.2361,0.1318,0.33,0.9336,0.7806,0.7824,0.3846,1,1
"1782",91,47,0.0616,0.0344,0.0821,0.5116,0.3324,0.3033,0.5876,0.452,0.5045
"1783",91,48,0.6246,0.3486,0.2377,0.5392,0.34,0.4911,0.3103,0.5009,0.5345
"1784",91,51,0.0288,0.0161,0.079,0.3878,0.3878,0.4888,0.6667,0.1667,0.6
"1785",91,54,0.0883,0.0493,0.0786,0.3506,0.452,0.3563,0.3446,0.6628,0.5336
"1786",91,55,0.0507,0.0283,0.0896,0.7153,0.3773,0.3638,0.75,0.6667,0.55
"1787",93,1,0.1814,0.1012,0.2002,0.5801,0.5931,0.4376,0.6117,0.571,0.5725
"1788",93,5,0.7093,0.3959,0.351,0.6498,0.5082,0.3713,0.6685,0.7594,0.4443
"1789",93,6,0.513,0.2863,0.099,0.5856,0.3748,0.3094,0.5096,0.3826,0.4677
"1790",93,8,0.2233,0.1246,0.0738,0.6021,0.385,0.2226,0.6048,0.4974,0.3861
"1791",93,12,0.6585,0.3675,0.2883,0.7865,0.4389,0.4982,0.6655,0.8505,0.5939
"1792",93,13,0.7542,0.4209,0.0518,0.2157,0.4381,0.4429,0.4156,0.3745,0.5346
"1793",93,17,0.2631,0.1468,0.1156,0.4625,0.3709,0.4032,0.5547,0.4485,0.5036
"1794",93,18,0.0685,0.0382,0.0955,0.4754,0.5036,0.3816,0.6008,0.6434,0.5195
"1795",93,19,0.0425,0.0237,0.0957,0.8937,0.3707,0.3997,0.9565,1,0.492
"1796",93,20,0.5041,0.2813,0.0802,0.644,0.4801,0.3284,0.8212,1,0.3881
"1797",93,21,0.5937,0.3313,0.1409,0.4914,0.3705,0.483,0.1964,0.2784,0.3561
"1798",93,22,0.7304,0.4077,0.3487,0.5724,0.5468,0.3213,0.4611,0.8593,0.5666
"1799",93,26,0.1486,0.0829,0.1387,0.7562,0.3569,0.2441,0.762,0.7936,0.4596
"1800",93,27,0.1103,0.0616,0.1028,0.6171,0.3909,0.4318,0.5795,0.7162,0.5478
"1801",93,28,0.7407,0.4134,0.1508,0.3665,0.558,0.4181,0.3589,0.615,0.6061
"1802",93,29,0.0792,0.0442,0.0988,0.5093,0.514,0.3194,0.6572,0.7738,0.6364
"1803",93,30,0.2184,0.1219,0.078,0.6593,0.4131,0.3081,0.6252,0.627,0.5506
"1804",93,31,0.0582,0.0325,0.0968,0.8047,0.8063,0.3535,0.5714,1,0.8333
"1805",93,36,0.3419,0.1908,0.1955,0.6037,0.4401,0.4035,0.3427,0.6187,0.5177
"1806",93,37,1.0682,0.5962,0.1864,0.3729,0.3749,0.2768,0.4298,0.4847,0.4444
"1807",93,38,0.1065,0.0594,0.1104,0.4729,0.4632,0.4047,0.4612,0.404,0.5089
"1808",93,39,0.5366,0.2995,0.2865,0.6198,0.4385,0.6056,0.5065,0.6688,0.7397
"1809",93,40,0.179,0.0999,0.0916,0.7544,0.5278,0.4836,0.947,0.8,0.7106
"1810",93,42,0.1171,0.0654,0.0955,0.4917,0.3992,0.3964,0.4047,0.6331,0.5882
"1811",93,46,0.331,0.1848,0.1576,0.7653,0.5291,0.4743,0.3188,0.252,0.1535
"1812",93,47,0.4073,0.2273,0.3757,0.6637,0.5211,0.3252,0.665,0.7794,0.4385
"1813",93,48,0.4843,0.2703,0.1218,0.6715,0.6443,0.3401,0.8086,0.75,0.7909
"1814",93,51,0.6942,0.3874,0.0783,0.304,0.3736,0.241,0.2044,0.4347,0.3881
"1815",93,54,0.0393,0.022,0.086,0.4941,0.5215,0.2449,0.3125,0.5192,0.5817
"1816",93,55,0.105,0.0586,0.0787,0.4962,0.4241,0.2813,0.4832,0.2565,0.4282
"1817",95,1,0.1392,0.0777,0.2994,0.7581,0.4547,0.3336,0.7968,0.7773,0.4871
"1818",95,5,0.7117,0.3972,0.1635,0.4084,0.5715,0.5087,0.5758,0.6626,0.4201
"1819",95,6,1.1351,0.6335,0.1217,0.4147,0.433,0.2537,0.3271,0.3419,0.412
"1820",95,8,0.1933,0.1079,0.0684,NA,0.4168,0.2828,NA,NA,0.4242
"1821",95,12,0.8352,0.4661,0.2686,0.6513,0.3079,0.3036,0.6309,0.6615,0.2948
"1822",95,13,0.778,0.4342,0.43,0.6682,0.3617,0.4371,0.5656,0.6933,0.4532
"1823",95,17,0.3632,0.2027,0.2229,0.6064,0.5715,0.4303,0.344,0.6584,0.5806
"1824",95,18,0.3471,0.1937,0.4184,0.7568,0.4109,0.3274,0.6729,0.7876,0.505
"1825",95,19,0.0454,0.0253,0.1134,0.7943,0.6547,0.3386,0.9231,0.7353,0.7029
"1826",95,20,0.0902,0.0504,0.1178,0.7523,0.6877,0.4462,0.8182,0.7778,0.6013
"1827",95,21,0.1835,0.1024,0.2222,0.5523,0.6933,0.5549,0.649,0.7957,0.8174
"1828",95,22,0.7988,0.4458,0.2845,0.5423,0.4087,0.2908,0.6413,0.7404,0.279
"1829",95,26,0.2586,0.1444,0.0367,0.7258,0.5251,0.4014,0.5556,0.6667,0.8148
"1830",95,27,0.199,0.1111,0.4026,0.6066,0.4685,0.3103,0.6737,0.6088,0.6673
"1831",95,28,0.6538,0.3649,0.3865,0.6223,0.6467,0.4802,0.4729,0.5679,0.6582
"1832",95,29,0.7305,0.4077,0.465,0.7632,0.3694,0.4599,0.6918,0.7264,0.4529
"1833",95,30,0.1329,0.0742,0.0282,0.7423,0.3175,0.1387,0.7609,0.875,0.2554
"1834",95,31,0.0793,0.0443,0.09,0.8352,0.8296,0.2914,0.8272,1,0.8765
"1835",95,36,0.1894,0.1057,0.1081,0.4639,0.4786,0.314,0.3631,0.5569,0.4717
"1836",95,37,0.6883,0.3841,0.1046,0.2502,0.6482,0.3379,0.4692,0.5039,0.6977
"1837",95,38,0.1018,0.0568,0.1333,0.7805,0.9107,0.4912,0.4,1,0.8
"1838",95,39,0.6387,0.3565,0.4038,0.7549,0.4853,0.4476,0.684,0.7371,0.6574
"1839",95,40,0.5319,0.2968,0.0918,0.6513,0.5642,0.4283,0.4864,0.6714,0.7564
"1840",95,42,0.3578,0.1997,0.2839,0.6108,0.4527,0.6415,0.5043,0.5704,0.6153
"1841",95,46,0.7424,0.4143,0.0949,0.6314,0.4449,0.6314,0,0.5,0.5
"1842",95,47,0.5783,0.3228,0.1285,0.3718,0.8604,0.3095,0.2413,0.6499,0.7407
"1843",95,48,0.7183,0.4009,0.0659,0.523,0.8758,0.2586,0.4093,0.4286,0.6901
"1844",95,51,0.6181,0.3449,0.1802,0.4648,0.2369,0.2532,0.4318,0.5502,0.2727
"1845",95,54,0.0424,0.0237,0.1317,0.7126,0.6323,0.5379,1,0.7857,0.7857
"1846",95,55,0.0924,0.0516,0.1603,0.5949,0.3789,0.3475,0.5489,0.6872,0.4181
"1847",97,1,0.7432,0.4148,0.489,0.7266,0.5581,0.3181,0.6516,0.818,0.5046
"1848",97,5,0.1253,0.0699,0.0331,0.5917,0.5863,0.145,0.5179,0.9091,0.6769
"1849",97,6,0.5871,0.3277,0.0756,0.4074,0.2898,0.2959,0.3644,0.3285,0.319
"1850",97,8,0.2683,0.1497,0.0639,0.4294,0.4113,0.2875,0.4684,0.3888,0.3545
"1851",97,12,0.6587,0.3676,0.1585,0.5171,0.3453,0.4074,0.4344,0.4803,0.2714
"1852",97,13,0.3833,0.2139,0.1227,0.3823,0.3532,0.2654,0.4145,0.4843,0.3157
"1853",97,17,0.6295,0.3513,0.2794,0.7275,0.357,0.5383,0.5118,0.6393,0.5569
"1854",97,18,0.6436,0.3592,0.4357,0.7154,0.3827,0.2804,0.6029,0.6706,0.4032
"1855",97,19,0.0558,0.0311,0.1079,0.5165,0.4872,0.483,0.7188,0.625,0.6146
"1856",97,20,0.1279,0.0714,0.102,0.601,0.5595,0.3696,0.3297,0.9091,0.7296
"1857",97,21,0.1715,0.0957,0.2141,0.5097,0.5881,0.5785,0.5294,0.6984,0.8095
"1858",97,22,0.7437,0.4151,0.2653,0.5126,0.5435,0.3251,0.4189,0.7235,0.6346
"1859",97,26,0.4703,0.2625,0.0997,0.8596,0.6083,0.5151,0.8,0.9091,0.6364
"1860",97,27,0.0628,0.0351,0.1138,0.6788,0.4625,0.4519,0.7662,0.6566,0.4735
"1861",97,28,0.7248,0.4045,0.1109,0.3125,0.5042,0.3738,0.5371,0.4658,0.67
"1862",97,29,0.2373,0.1325,0.1192,0.565,0.4914,0.2768,0.5426,0.6614,0.545
"1863",97,30,0.0723,0.0403,0.084,0.7594,0.4267,0.372,0.4286,0.8,0.6571
"1864",97,31,0.166,0.0927,0.162,0.8616,0.5488,0.5609,1,0.9802,0.4752
"1865",97,36,0.1332,0.0744,0.1348,0.5867,0.4162,0.4111,0.3961,0.7528,0.4928
"1866",97,37,0.5195,0.2899,0.2539,0.534,0.5287,0.309,0.5309,0.623,0.5677
"1867",97,38,0.1275,0.0712,0.1296,0.7292,0.678,0.4319,0.887,0.6439,0.7961
"1868",97,39,0.3495,0.195,0.329,0.7268,0.5552,0.4388,0.3773,0.7951,0.7007
"1869",97,40,0.5497,0.3068,0.0606,0.6247,0.4607,0.2598,0.7298,0.6654,0.4992
"1870",97,42,0.0772,0.0431,0.1397,0.6247,0.4405,0.4505,0.5749,0.6226,0.5982
"1871",97,46,0.0256,0.0143,0.1529,NA,NA,0.5491,NA,NA,NA
"1872",97,47,0.6987,0.3899,0.2011,0.4634,0.6641,0.3195,0.5212,0.5949,0.7416
"1873",97,48,0.4137,0.2309,0.1794,0.5759,0.5682,0.3696,0.552,0.6835,0.6117
"1874",97,51,0.7714,0.4305,0.0362,0.1574,0.5334,0.1585,0.242,0.6443,0.5429
"1875",97,54,0.0935,0.0522,0.1383,0.5684,0.6081,0.4137,0.4935,0.5251,0.5089
"1876",97,55,0.1652,0.0922,0.1082,0.4558,0.4932,0.3735,0.564,0.3274,0.5193
"1877",99,1,0.7543,0.421,0.2469,0.5336,0.5144,0.3588,0.5366,0.6672,0.6576
"1878",99,5,0.6806,0.3799,0.1672,0.4561,0.6505,0.2991,0.5148,0.8768,0.7031
"1879",99,6,0.8477,0.4731,0.1252,0.4343,0.4034,0.3703,0.4648,0.3135,0.4277
"1880",99,8,0.6247,0.3487,0.117,0.6407,0.5551,0.3686,0.676,0.5278,0.6315
"1881",99,12,0.6952,0.388,0.3712,0.7745,0.3396,0.4335,0.6429,0.7419,0.4444
"1882",99,13,0.7336,0.4094,0.1043,0.3414,0.5669,0.4215,0.4494,0.6742,0.8222
"1883",99,17,0.241,0.1345,0.1587,0.6563,0.478,0.3745,0.6031,0.762,0.5448
"1884",99,18,0.1471,0.0821,0.0992,0.7227,0.4313,0.36,0.6645,0.7059,0.4224
"1885",99,19,0.0924,0.0516,0.0873,0.6271,0.3824,0.3242,0.5507,0.6057,0.454
"1886",99,20,0.393,0.2193,0.1678,0.5268,0.5315,0.3649,0.5077,0.563,0.549
"1887",99,21,0.3017,0.1684,0.1882,0.4803,0.6288,0.4159,0.5087,0.8719,0.5538
"1888",99,22,0.7675,0.4284,0.2401,0.4577,0.7486,0.2172,0.396,0.8384,0.7938
"1889",99,26,0.2285,0.1275,0.1976,0.7357,0.4069,0.2339,0.6958,0.7447,0.4385
"1890",99,27,0.1091,0.0609,0.0958,0.5629,0.4984,0.296,0.5108,0.6047,0.3994
